Term,Asymptomatic,Symptomatic
Presynapse Organization (GO:0099172),1.0,
Presynaptic Endocytosis (GO:0140238),6.0,8.0
Presynaptic Membrane Assembly (GO:0097105),,1.0
Primary Alcohol Catabolic Process (GO:0034310),2.0,2.0
Primary miRNA Processing (GO:0031053),3.0,2.0
Progesterone Receptor Signaling Pathway (GO:0050847),3.0,3.0
Programmed Necrotic Cell Death (GO:0097300),1.0,2.0
Proline Transport (GO:0015824),4.0,4.0
Pronephros Development (GO:0048793),3.0,3.0
Proteasomal Protein Catabolic Process (GO:0010498),14.0,15.0
Proteasome Assembly (GO:0043248),4.0,5.0
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),8.0,9.0
Protein Acetylation (GO:0006473),4.0,4.0
Protein Activation Cascade (GO:0072376),1.0,1.0
Protein Acylation (GO:0043543),3.0,2.0
Protein Alkylation (GO:0008213),5.0,1.0
"Protein Alpha-1,2-Demannosylation (GO:0036508)",4.0,4.0
Protein Autophosphorylation (GO:0046777),7.0,11.0
Protein Autoubiquitination (GO:0051865),7.0,8.0
Protein Catabolic Process (GO:0030163),4.0,5.0
Protein Catabolic Process In The Vacuole (GO:0007039),3.0,4.0
Protein Complex Oligomerization (GO:0051259),5.0,4.0
Protein Deacetylation (GO:0006476),5.0,5.0
Protein Deacylation (GO:0035601),4.0,4.0
Protein Deneddylation (GO:0000338),4.0,4.0
Protein Dephosphorylation (GO:0006470),6.0,9.0
Protein Depolymerization (GO:0051261),2.0,4.0
Protein Destabilization (GO:0031648),4.0,5.0
Protein Desumoylation (GO:0016926),5.0,5.0
Protein Deubiquitination (GO:0016579),4.0,5.0
Protein Deubiquitination Involved In Ubiquitin-Dependent Protein Catabolic Process (GO:0071947),3.0,4.0
Protein Exit From Endoplasmic Reticulum (GO:0032527),6.0,8.0
Protein Export From Nucleus (GO:0006611),3.0,2.0
Protein Geranylgeranylation (GO:0018344),2.0,3.0
Protein Glycosylation (GO:0006486),5.0,4.0
Protein Heterooligomerization (GO:0051291),3.0,1.0
Protein Heterotetramerization (GO:0051290),3.0,2.0
Protein Homooligomerization (GO:0051260),5.0,3.0
Protein Homotetramerization (GO:0051289),1.0,
Protein Homotrimerization (GO:0070207),1.0,
Protein Import Into Mitochondrial Matrix (GO:0030150),4.0,1.0
Protein Import Into Nucleus (GO:0006606),8.0,7.0
Protein Import Into Peroxisome Matrix (GO:0016558),3.0,1.0
"Protein Import Into Peroxisome Matrix, Receptor Recycling (GO:0016562)",1.0,
Protein Insertion Into ER Membrane (GO:0045048),9.0,5.0
Protein Insertion Into ER Membrane By Stop-Transfer Membrane-Anchor Sequence (GO:0045050),4.0,4.0
Protein Insertion Into Membrane (GO:0051205),1.0,
Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039),4.0,1.0
Protein Insertion Into Mitochondrial Membrane (GO:0051204),5.0,1.0
Protein Insertion Into Mitochondrial Outer Membrane (GO:0045040),4.0,1.0
Protein K11-linked Deubiquitination (GO:0035871),3.0,4.0
Protein K11-linked Ubiquitination (GO:0070979),4.0,5.0
Protein K27-linked Ubiquitination (GO:0044314),2.0,3.0
Protein K29-linked Ubiquitination (GO:0035519),3.0,4.0
Protein K48-linked Deubiquitination (GO:0071108),4.0,5.0
Protein K48-linked Ubiquitination (GO:0070936),4.0,5.0
Protein K6-linked Ubiquitination (GO:0085020),3.0,4.0
Protein K63-linked Deubiquitination (GO:0070536),4.0,5.0
Protein K63-linked Ubiquitination (GO:0070534),4.0,5.0
Protein Kinase B Signaling (GO:0043491),1.0,2.0
Protein Lipidation (GO:0006497),3.0,2.0
Protein Localization (GO:0008104),5.0,8.0
Protein Localization To Basolateral Plasma Membrane (GO:1903361),3.0,3.0
Protein Localization To Cell Junction (GO:1902414),3.0,5.0
Protein Localization To Cell Periphery (GO:1990778),13.0,14.0
Protein Localization To Cell Surface (GO:0034394),3.0,5.0
Protein Localization To Cell-Cell Junction (GO:0150105),4.0,7.0
Protein Localization To Centrosome (GO:0071539),2.0,4.0
Protein Localization To Chromatin (GO:0071168),5.0,6.0
Protein Localization To Chromosome (GO:0034502),5.0,5.0
"Protein Localization To Chromosome, Centromeric Region (GO:0071459)",5.0,5.0
"Protein Localization To Chromosome, Telomeric Region (GO:0070198)",5.0,5.0
Protein Localization To Ciliary Membrane (GO:1903441),,1.0
Protein Localization To Cilium (GO:0061512),3.0,3.0
Protein Localization To Condensed Chromosome (GO:1903083),1.0,1.0
Protein Localization To Cytoplasmic Stress Granule (GO:1903608),5.0,1.0
Protein Localization To Endoplasmic Reticulum (GO:0070972),3.0,4.0
Protein Localization To Endoplasmic Reticulum Exit Site (GO:0070973),2.0,3.0
Protein Localization To Golgi Apparatus (GO:0034067),4.0,4.0
Protein Localization To Kinetochore (GO:0034501),1.0,1.0
Protein Localization To Lysosome (GO:0061462),4.0,3.0
Protein Localization To Membrane (GO:0072657),13.0,15.0
Protein Localization To Microtubule Organizing Center (GO:1905508),2.0,4.0
Protein Localization To Mitochondrion (GO:0070585),4.0,2.0
Protein Localization To Nuclear Envelope (GO:0090435),1.0,
Protein Localization To Nucleolus (GO:1902570),5.0,1.0
Protein Localization To Nucleus (GO:0034504),12.0,8.0
Protein Localization To Organelle (GO:0033365),5.0,5.0
Protein Localization To Perinuclear Region Of Cytoplasm (GO:1905719),1.0,3.0
Protein Localization To Phagophore Assembly Site (GO:0034497),4.0,4.0
Protein Localization To Plasma Membrane (GO:0072659),14.0,15.0
Protein Localization To Presynapse (GO:1905383),4.0,4.0
Protein Localization To Site Of Double-Strand Break (GO:1990166),4.0,4.0
Protein Localization To Synapse (GO:0035418),2.0,1.0
Protein Localization To Vacuole (GO:0072665),,1.0
Protein Mannosylation (GO:0035268),2.0,
Protein Maturation (GO:0051604),3.0,6.0
Protein Maturation By Iron-Sulfur Cluster Transfer (GO:0097428),4.0,1.0
Protein Methylation (GO:0006479),5.0,1.0
Protein Modification By Small Protein Conjugation (GO:0032446),8.0,9.0
Protein Modification By Small Protein Conjugation Or Removal (GO:0070647),3.0,4.0
Protein Modification By Small Protein Removal (GO:0070646),5.0,6.0
Protein Modification Process (GO:0036211),8.0,16.0
Protein Monoubiquitination (GO:0006513),10.0,10.0
Protein N-linked Glycosylation (GO:0006487),4.0,4.0
Protein N-linked Glycosylation Via Asparagine (GO:0018279),4.0,4.0
Protein Neddylation (GO:0045116),4.0,5.0
Protein O-linked Glycosylation (GO:0006493),2.0,
Protein O-linked Mannosylation (GO:0035269),2.0,
Protein Palmitoylation (GO:0018345),4.0,4.0
Protein Peptidyl-Prolyl Isomerization (GO:0000413),3.0,2.0
Protein Phosphorylation (GO:0006468),10.0,18.0
Protein Polyglutamylation (GO:0018095),,1.0
Protein Polymerization (GO:0051258),3.0,5.0
Protein Polyubiquitination (GO:0000209),4.0,5.0
Protein Prenylation (GO:0018342),4.0,4.0
Protein Processing (GO:0016485),6.0,7.0
Protein Quality Control For Misfolded Or Incompletely Synthesized Proteins (GO:0006515),7.0,8.0
Protein Retention In ER Lumen (GO:0006621),4.0,4.0
Protein Secretion (GO:0009306),4.0,4.0
Protein Stabilization (GO:0050821),13.0,18.0
Protein Sumoylation (GO:0016925),6.0,6.0
Protein Targeting (GO:0006605),8.0,5.0
Protein Targeting To ER (GO:0045047),5.0,3.0
Protein Targeting To Lysosome (GO:0006622),4.0,3.0
Protein Targeting To Membrane (GO:0006612),5.0,4.0
Protein Targeting To Mitochondrion (GO:0006626),5.0,1.0
Protein Targeting To Peroxisome (GO:0006625),5.0,3.0
Protein Targeting To Vacuole (GO:0006623),6.0,6.0
Protein Targeting To Vacuole Involved In Autophagy (GO:0071211),4.0,5.0
Protein Tetramerization (GO:0051262),2.0,
Protein Transmembrane Import Into Intracellular Organelle (GO:0044743),5.0,1.0
Protein Transport (GO:0015031),4.0,4.0
Protein Transport To Vacuole Involved In Ubiquitin-Dependent Protein Catabolic Process Via The Multivesicular Body Sorting Pathway (GO:0043328),2.0,3.0
Protein Trimerization (GO:0070206),1.0,
Protein Ubiquitination (GO:0016567),7.0,8.0
Protein poly-ADP-ribosylation (GO:0070212),3.0,3.0
Protein-Containing Complex Assembly (GO:0065003),8.0,12.0
Protein-Containing Complex Disassembly (GO:0032984),10.0,13.0
Protein-Containing Complex Organization (GO:0043933),6.0,9.0
Proteoglycan Biosynthetic Process (GO:0030166),1.0,
Proteoglycan Metabolic Process (GO:0006029),1.0,
Proteolysis (GO:0006508),1.0,4.0
Proteolysis Involved In Protein Catabolic Process (GO:0051603),5.0,6.0
Proton Motive Force-Driven ATP Synthesis (GO:0015986),4.0,1.0
Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),4.0,1.0
Proton Transmembrane Transport (GO:1902600),8.0,8.0
Proton-Transporting ATP Synthase Complex Assembly (GO:0043461),4.0,1.0
Proton-Transporting V-type ATPase Complex Assembly (GO:0070070),4.0,4.0
Pseudouridine Synthesis (GO:0001522),4.0,1.0
Pulmonary Valve Development (GO:0003177),2.0,2.0
Purine Deoxyribonucleotide Catabolic Process (GO:0009155),1.0,1.0
Purine Nucleobase Biosynthetic Process (GO:0009113),1.0,
Purine Nucleobase Metabolic Process (GO:0006144),1.0,
Purine Nucleobase Transmembrane Transport (GO:1904823),2.0,1.0
Purine Nucleoside Bisphosphate Biosynthetic Process (GO:0034033),2.0,2.0
Purine Nucleoside Bisphosphate Catabolic Process (GO:0034034),6.0,3.0
Purine Nucleotide Metabolic Process (GO:0006163),2.0,1.0
Purine Ribonucleoside Bisphosphate Metabolic Process (GO:0034035),2.0,2.0
Purine Ribonucleoside Triphosphate Biosynthetic Process (GO:0009206),7.0,4.0
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),5.0,5.0
Purine Ribonucleotide Catabolic Process (GO:0009154),4.0,1.0
Purine Ribonucleotide Metabolic Process (GO:0009150),6.0,3.0
Purine Ribonucleotide Transport (GO:0015868),2.0,2.0
Purine-Containing Compound Biosynthetic Process (GO:0072522),1.0,
Pyrimidine Deoxyribonucleotide Catabolic Process (GO:0009223),5.0,5.0
Pyrimidine Nucleobase Catabolic Process (GO:0006208),1.0,1.0
Pyrimidine Nucleobase Metabolic Process (GO:0006206),5.0,5.0
Pyrimidine Nucleoside Transport (GO:0015864),2.0,1.0
Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220),5.0,5.0
Pyrimidine-Containing Compound Catabolic Process (GO:0072529),1.0,1.0
Pyroptosis (GO:0070269),4.0,5.0
Pyruvate Metabolic Process (GO:0006090),8.0,4.0
Quaternary Ammonium Group Transport (GO:0015697),1.0,1.0
Quinone Biosynthetic Process (GO:1901663),4.0,1.0
R-loop Processing (GO:0062176),3.0,2.0
RISC Complex Assembly (GO:0070922),5.0,1.0
RNA 3'-End Processing (GO:0031123),4.0,7.0
RNA Biosynthetic Process (GO:0032774),5.0,9.0
RNA Capping (GO:0036260),3.0,2.0
RNA Catabolic Process (GO:0006401),5.0,2.0
RNA Destabilization (GO:0050779),3.0,2.0
RNA Export From Nucleus (GO:0006405),3.0,2.0
RNA Metabolic Process (GO:0016070),10.0,8.0
RNA Methylation (GO:0001510),4.0,3.0
RNA Modification (GO:0009451),5.0,1.0
RNA Phosphodiester Bond Hydrolysis (GO:0090501),4.0,2.0
RNA Polyadenylation (GO:0043631),3.0,2.0
RNA Polymerase II Preinitiation Complex Assembly (GO:0051123),1.0,5.0
RNA Processing (GO:0006396),5.0,3.0
RNA Secondary Structure Unwinding (GO:0010501),5.0,1.0
RNA Splicing (GO:0008380),3.0,2.0
"RNA Splicing, Via Endonucleolytic Cleavage And Ligation (GO:0000394)",4.0,1.0
"RNA Splicing, Via Transesterification Reactions (GO:0000375)",3.0,2.0
"RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)",5.0,4.0
RNA Stabilization (GO:0043489),5.0,2.0
RNA Transport (GO:0050658),4.0,2.0
RNA-mediated Gene Silencing (GO:0031047),5.0,2.0
RNA-templated DNA Biosynthetic Process (GO:0006278),9.0,4.0
Rac Protein Signal Transduction (GO:0016601),1.0,3.0
Rap Protein Signal Transduction (GO:0032486),4.0,3.0
Ras Protein Signal Transduction (GO:0007265),6.0,10.0
Receptor Catabolic Process (GO:0032801),1.0,1.0
Receptor Clustering (GO:0043113),1.0,3.0
Receptor Internalization (GO:0031623),4.0,6.0
Receptor Metabolic Process (GO:0043112),5.0,4.0
Receptor Recycling (GO:0001881),2.0,2.0
Receptor Signaling Pathway Via JAK-STAT (GO:0007259),3.0,5.0
Receptor Signaling Pathway Via STAT (GO:0097696),3.0,5.0
Receptor-Mediated Endocytosis (GO:0006898),5.0,6.0
Recombinational Repair (GO:0000725),6.0,6.0
Regulated Exocytosis (GO:0045055),4.0,4.0
Regulation Of ATPase-coupled Calcium Transmembrane Transporter Activity (GO:1901894),2.0,1.0
Regulation Of Actin Cytoskeleton Organization (GO:0032956),4.0,6.0
Regulation Of Actin Cytoskeleton Reorganization (GO:2000249),1.0,3.0
Regulation Of Actin Filament Bundle Assembly (GO:0032231),5.0,8.0
Regulation Of Actin Filament Depolymerization (GO:0030834),1.0,3.0
Regulation Of Actin Filament Length (GO:0030832),,2.0
Regulation Of Actin Filament Organization (GO:0110053),,2.0
Regulation Of Actin Filament Polymerization (GO:0030833),4.0,7.0
Regulation Of Actin Filament-Based Process (GO:0032970),4.0,6.0
Regulation Of Actin Nucleation (GO:0051125),3.0,5.0
Regulation Of Actin Polymerization Or Depolymerization (GO:0008064),1.0,3.0
Regulation Of Activated T Cell Proliferation (GO:0046006),1.0,2.0
Regulation Of Activin Receptor Signaling Pathway (GO:0032925),1.0,1.0
Regulation Of Actomyosin Structure Organization (GO:0110020),4.0,7.0
Regulation Of Acute Inflammatory Response (GO:0002673),,1.0
Regulation Of Adaptive Immune Response (GO:0002819),4.0,4.0
Regulation Of Adipose Tissue Development (GO:1904177),4.0,4.0
Regulation Of Aerobic Respiration (GO:1903715),4.0,1.0
Regulation Of Alcohol Biosynthetic Process (GO:1902930),1.0,
"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",3.0,3.0
Regulation Of Amide Metabolic Process (GO:0034248),8.0,3.0
Regulation Of Amyloid Fibril Formation (GO:1905906),2.0,3.0
Regulation Of Amyloid Precursor Protein Biosynthetic Process (GO:0042984),1.0,1.0
Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991),2.0,2.0
Regulation Of Amyloid-Beta Clearance (GO:1900221),1.0,1.0
Regulation Of Amyloid-Beta Formation (GO:1902003),6.0,8.0
Regulation Of Anatomical Structure Morphogenesis (GO:0022603),6.0,9.0
Regulation Of Androgen Receptor Signaling Pathway (GO:0060765),5.0,5.0
Regulation Of Angiogenesis (GO:0045765),3.0,3.0
Regulation Of Anoikis (GO:2000209),1.0,3.0
Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050854),,2.0
Regulation Of Apoptotic Cell Clearance (GO:2000425),,2.0
Regulation Of Apoptotic Process (GO:0042981),15.0,19.0
Regulation Of Apoptotic Signaling Pathway (GO:2001233),3.0,4.0
Regulation Of Arp2/3 Complex-Mediated Actin Nucleation (GO:0034315),3.0,7.0
Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902959),1.0,3.0
Regulation Of Attachment Of Mitotic Spindle Microtubules To Kinetochore (GO:1902423),5.0,6.0
Regulation Of Attachment Of Spindle Microtubules To Kinetochore (GO:0051988),2.0,2.0
Regulation Of Autophagosome Assembly (GO:2000785),2.0,5.0
Regulation Of Autophagosome Maturation (GO:1901096),4.0,4.0
Regulation Of Autophagy (GO:0010506),12.0,12.0
Regulation Of Autophagy Of Mitochondrion (GO:1903146),4.0,5.0
Regulation Of Axon Extension (GO:0030516),3.0,3.0
Regulation Of Axonogenesis (GO:0050770),2.0,4.0
Regulation Of B Cell Activation (GO:0050864),1.0,4.0
Regulation Of B Cell Apoptotic Process (GO:0002902),,2.0
Regulation Of B Cell Proliferation (GO:0030888),1.0,3.0
Regulation Of B Cell Receptor Signaling Pathway (GO:0050855),,2.0
Regulation Of BMP Signaling Pathway (GO:0030510),2.0,3.0
Regulation Of Bicellular Tight Junction Assembly (GO:2000810),3.0,5.0
Regulation Of Bile Acid Biosynthetic Process (GO:0070857),3.0,3.0
Regulation Of Bile Acid Metabolic Process (GO:1904251),2.0,2.0
Regulation Of Blood Circulation (GO:1903522),1.0,1.0
Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535),3.0,5.0
Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903587),1.0,3.0
Regulation Of Blood-Brain Barrier Permeability (GO:1905603),2.0,4.0
Regulation Of Bone Mineralization (GO:0030500),1.0,
Regulation Of Bone Remodeling (GO:0046850),,2.0
Regulation Of Bone Resorption (GO:0045124),,2.0
"Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043370)",2.0,2.0
"Regulation Of CD8-positive, Alpha-Beta T Cell Activation (GO:2001185)",1.0,1.0
"Regulation Of CD8-positive, Alpha-Beta T Cell Differentiation (GO:0043376)",,2.0
"Regulation Of CD8-positive, Alpha-Beta T Cell Proliferation (GO:2000564)",,1.0
Regulation Of Calcium Ion Import Across Plasma Membrane (GO:1905664),2.0,2.0
Regulation Of Calcium Ion Transmembrane Transport (GO:1903169),,1.0
Regulation Of Calcium Ion Transport (GO:0051924),3.0,3.0
Regulation Of Calcium Ion-Dependent Exocytosis (GO:0017158),1.0,
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828),13.0,14.0
Regulation Of Carbohydrate Biosynthetic Process (GO:0043255),4.0,1.0
Regulation Of Carbohydrate Metabolic Process (GO:0006109),4.0,1.0
Regulation Of Cardiac Muscle Cell Action Potential (GO:0098901),3.0,3.0
Regulation Of Cardiac Muscle Cell Contraction (GO:0086004),2.0,2.0
Regulation Of Cardiac Muscle Cell Membrane Potential (GO:0086036),,1.0
Regulation Of Cardiac Muscle Cell Proliferation (GO:0060043),5.0,5.0
Regulation Of Cardiac Muscle Contraction (GO:0055117),1.0,1.0
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882),4.0,4.0
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881),2.0,1.0
Regulation Of Cardiac Muscle Hypertrophy (GO:0010611),2.0,2.0
Regulation Of Cardiac Muscle Hypertrophy In Response To Stress (GO:1903242),4.0,4.0
Regulation Of Cartilage Development (GO:0061035),1.0,1.0
Regulation Of Catabolic Process (GO:0009894),2.0,2.0
Regulation Of Cation Channel Activity (GO:2001257),2.0,2.0
Regulation Of Cdc42 Protein Signal Transduction (GO:0032489),,1.0
Regulation Of Cell Activation (GO:0050865),,2.0
Regulation Of Cell Adhesion (GO:0030155),4.0,6.0
Regulation Of Cell Adhesion Mediated By Integrin (GO:0033628),1.0,3.0
Regulation Of Cell Communication (GO:0010646),1.0,
Regulation Of Cell Cycle (GO:0051726),13.0,17.0
Regulation Of Cell Cycle Checkpoint (GO:1901976),4.0,4.0
Regulation Of Cell Cycle G1/S Phase Transition (GO:1902806),9.0,13.0
