Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),1/41,0.2852738085123657,0.441125030874026,0,0,3.0550925925925925,3.832020444880164,PRELID1,GO_Biological_Process_2023
Cellular Response To Retinoic Acid (GO:0071300),1/41,0.2852738085123657,0.441125030874026,0,0,3.0550925925925925,3.832020444880164,CREB1,GO_Biological_Process_2023
Response To Amino Acid Starvation (GO:1990928),1/41,0.2852738085123657,0.441125030874026,0,0,3.0550925925925925,3.832020444880164,SESN3,GO_Biological_Process_2023
Positive Regulation Of Ossification (GO:0045778),1/41,0.2852738085123657,0.441125030874026,0,0,3.0550925925925925,3.832020444880164,ACVR2B,GO_Biological_Process_2023
Regulation Of Cell Cycle Process (GO:0010564),2/130,0.2862650074284171,0.4420554876615692,0,0,1.9127523291925463,2.3925419547895834,CALM2;ARID1B,GO_Biological_Process_2023
Synapse Organization (GO:0050808),2/131,0.2892799708985791,0.4446981690544139,0,0,1.8978284943906785,2.3539911251636685,GRM5;GPC4,GO_Biological_Process_2023
Cellular Response To Amino Acid Starvation (GO:0034198),1/42,0.2911107837950921,0.4446981690544139,0,0,2.9804275820535984,3.678000782341901,SESN3,GO_Biological_Process_2023
Cellular Response To Glucose Starvation (GO:0042149),1/42,0.2911107837950921,0.4446981690544139,0,0,2.9804275820535984,3.678000782341901,SESN3,GO_Biological_Process_2023
Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058),1/42,0.2911107837950921,0.4446981690544139,0,0,2.9804275820535984,3.678000782341901,FBXW7,GO_Biological_Process_2023
Stress-Activated MAPK Cascade (GO:0051403),1/42,0.2911107837950921,0.4446981690544139,0,0,2.9804275820535984,3.678000782341901,MAP2K4,GO_Biological_Process_2023
Substantia Nigra Development (GO:0021762),1/42,0.2911107837950921,0.4446981690544139,0,0,2.9804275820535984,3.678000782341901,CALM2,GO_Biological_Process_2023
Positive Regulation Of Neuron Differentiation (GO:0045666),1/42,0.2911107837950921,0.4446981690544139,0,0,2.9804275820535984,3.678000782341901,ZEB1,GO_Biological_Process_2023
Lysosome Localization (GO:0032418),1/42,0.2911107837950921,0.4446981690544139,0,0,2.9804275820535984,3.678000782341901,SPAG9,GO_Biological_Process_2023
Positive Regulation Of Developmental Process (GO:0051094),3/233,0.2957048000869228,0.4481142705428687,0,0,1.5983967391304348,1.947476388055672,LHX1;NR2C2;ARID1B,GO_Biological_Process_2023
SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,FBXW7,GO_Biological_Process_2023
Response To Amyloid-Beta (GO:1904645),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,GRM5,GO_Biological_Process_2023
Positive Regulation Of Biomineral Tissue Development (GO:0070169),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,ACVR2B,GO_Biological_Process_2023
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,EPHA1,GO_Biological_Process_2023
Positive Regulation Of miRNA Transcription (GO:1902895),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,POU2F1,GO_Biological_Process_2023
Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0030518),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,YAP1,GO_Biological_Process_2023
mRNA Transcription (GO:0009299),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,CREB1,GO_Biological_Process_2023
Negative Regulation Of BMP Signaling Pathway (GO:0030514),1/43,0.2969003801306055,0.4481142705428687,0,0,2.909318048206937,3.5329554410878723,UBE2D1,GO_Biological_Process_2023
Regulation Of Insulin Receptor Signaling Pathway (GO:0046626),1/44,0.3026429796742476,0.4543647909130569,0,0,2.8415159345391903,3.396183973967116,SNX5,GO_Biological_Process_2023
Cellular Response To Ketone (GO:1901655),1/44,0.3026429796742476,0.4543647909130569,0,0,2.8415159345391903,3.396183973967116,CREB1,GO_Biological_Process_2023
Response To Unfolded Protein (GO:0006986),1/44,0.3026429796742476,0.4543647909130569,0,0,2.8415159345391903,3.396183973967116,HSP90AA1,GO_Biological_Process_2023
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),1/44,0.3026429796742476,0.4543647909130569,0,0,2.8415159345391903,3.396183973967116,CD47,GO_Biological_Process_2023
I-kappaB kinase/NF-kappaB Signaling (GO:0007249),1/45,0.3083389616179308,0.4592712879742144,0,0,2.7767957351290686,3.267054506713252,FAIM,GO_Biological_Process_2023
Organic Hydroxy Compound Transport (GO:0015850),1/45,0.3083389616179308,0.4592712879742144,0,0,2.7767957351290686,3.267054506713252,SLC5A3,GO_Biological_Process_2023
Chromosome Organization (GO:0051276),1/45,0.3083389616179308,0.4592712879742144,0,0,2.7767957351290686,3.267054506713252,HAT1,GO_Biological_Process_2023
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),1/45,0.3083389616179308,0.4592712879742144,0,0,2.7767957351290686,3.267054506713252,PLCG1,GO_Biological_Process_2023
Establishment Of Protein Localization To Extracellular Region (GO:0035592),1/45,0.3083389616179308,0.4592712879742144,0,0,2.7767957351290686,3.267054506713252,RAB8B,GO_Biological_Process_2023
Regulation Of Apoptotic Signaling Pathway (GO:2001233),1/45,0.3083389616179308,0.4592712879742144,0,0,2.7767957351290686,3.267054506713252,SGMS1,GO_Biological_Process_2023
Regulation Of Fibroblast Proliferation (GO:0048145),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,BMI1,GO_Biological_Process_2023
Regulation Of Interleukin-10 Production (GO:0032653),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,CD47,GO_Biological_Process_2023
Regulation Of Nervous System Development (GO:0051960),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,YAP1,GO_Biological_Process_2023
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Cell-Cell Adhesion (GO:0022409),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,CD47,GO_Biological_Process_2023
Positive Regulation Of Peptide Hormone Secretion (GO:0090277),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,ACSL4,GO_Biological_Process_2023
Protein Sumoylation (GO:0016925),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,SENP1,GO_Biological_Process_2023
Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163),1/46,0.3139887020557749,0.4628275023809149,0,0,2.714951989026063,3.1449956992624712,ACVR2B,GO_Biological_Process_2023
Cilium Assembly (GO:0060271),3/243,0.3179585481085109,0.4680484794353096,0,0,1.531015625,1.7542901504513695,BBS10;ARL13B;RAB8B,GO_Biological_Process_2023
Cognition (GO:0050890),1/47,0.3195925740637576,0.4680484794353096,0,0,2.6557971014492754,3.0294897979464084,GRM5,GO_Biological_Process_2023
Response To Organonitrogen Compound (GO:0010243),1/47,0.3195925740637576,0.4680484794353096,0,0,2.6557971014492754,3.0294897979464084,CREB1,GO_Biological_Process_2023
Insulin Receptor Signaling Pathway (GO:0008286),1/47,0.3195925740637576,0.4680484794353096,0,0,2.6557971014492754,3.0294897979464084,C2CD5,GO_Biological_Process_2023
Protein Monoubiquitination (GO:0006513),1/47,0.3195925740637576,0.4680484794353096,0,0,2.6557971014492754,3.0294897979464084,TRIM37,GO_Biological_Process_2023
Positive Regulation Of Programmed Cell Death (GO:0043068),3/245,0.3224153705022431,0.4707223542940871,0,0,1.5182076446280992,1.7184813900276117,LATS2;RYBP;STK3,GO_Biological_Process_2023
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,SGMS1,GO_Biological_Process_2023
Cellular Response To Mechanical Stimulus (GO:0071260),1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,MAP2K4,GO_Biological_Process_2023
Chloride Transmembrane Transport (GO:1902476),1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,CLCN3,GO_Biological_Process_2023
Cytoplasmic Microtubule Organization (GO:0031122),1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,KATNAL1,GO_Biological_Process_2023
"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,COPB2,GO_Biological_Process_2023
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,SLC5A3,GO_Biological_Process_2023
Post-Translational Protein Modification (GO:0043687),1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,PARP15,GO_Biological_Process_2023
Negative Regulation Of ERK1 And ERK2 Cascade (GO:0070373),1/48,0.3251509478119509,0.4707223542940871,0,0,2.5991594431310743,2.920066612294687,SPRED1,GO_Biological_Process_2023
Ras Protein Signal Transduction (GO:0007265),2/144,0.3282834641094134,0.4746518875976868,0,0,1.7229463738955473,1.919151757780692,RASGEF1A;PLEKHG7,GO_Biological_Process_2023
Positive Regulation Of miRNA Metabolic Process (GO:2000630),1/49,0.3306641904153248,0.4750681723055617,0,0,2.5448816872427984,2.816298279306064,POU2F1,GO_Biological_Process_2023
Positive Regulation Of Nervous System Development (GO:0051962),1/49,0.3306641904153248,0.4750681723055617,0,0,2.5448816872427984,2.816298279306064,FAIM,GO_Biological_Process_2023
Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157),1/49,0.3306641904153248,0.4750681723055617,0,0,2.5448816872427984,2.816298279306064,NECTIN3,GO_Biological_Process_2023
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630),1/49,0.3306641904153248,0.4750681723055617,0,0,2.5448816872427984,2.816298279306064,DDIT4,GO_Biological_Process_2023
Regulation Of Cell Communication (GO:0010646),1/49,0.3306641904153248,0.4750681723055617,0,0,2.5448816872427984,2.816298279306064,ITGB8,GO_Biological_Process_2023
Neuron Projection Morphogenesis (GO:0048812),2/146,0.3342398307135738,0.4780834285827803,0,0,1.6988440303657697,1.8617572059526288,KLF7;MAP1B,GO_Biological_Process_2023
Regulation Of Interferon-Beta Production (GO:0032648),1/50,0.3361326660872764,0.4780834285827803,0,0,2.492819349962207,2.717794694415788,HSP90AA1,GO_Biological_Process_2023
Regulation Of Interleukin-12 Production (GO:0032655),1/50,0.3361326660872764,0.4780834285827803,0,0,2.492819349962207,2.717794694415788,CD47,GO_Biological_Process_2023
Regulation Of Mitochondrion Organization (GO:0010821),1/50,0.3361326660872764,0.4780834285827803,0,0,2.492819349962207,2.717794694415788,FBXW7,GO_Biological_Process_2023
Positive Regulation Of Fat Cell Differentiation (GO:0045600),1/50,0.3361326660872764,0.4780834285827803,0,0,2.492819349962207,2.717794694415788,CREB1,GO_Biological_Process_2023
Positive Regulation Of Transport (GO:0051050),1/50,0.3361326660872764,0.4780834285827803,0,0,2.492819349962207,2.717794694415788,C2CD5,GO_Biological_Process_2023
Mitotic Metaphase Plate Congression (GO:0007080),1/50,0.3361326660872764,0.4780834285827803,0,0,2.492819349962207,2.717794694415788,CCNB1,GO_Biological_Process_2023
Regulation Of TORC1 Signaling (GO:1903432),1/50,0.3361326660872764,0.4780834285827803,0,0,2.492819349962207,2.717794694415788,SESN3,GO_Biological_Process_2023
Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900024),1/51,0.3415567360526009,0.4817228394380055,0,0,2.4428395061728394,2.624199516714141,EFNA5,GO_Biological_Process_2023
Regulation Of Synapse Assembly (GO:0051963),1/51,0.3415567360526009,0.4817228394380055,0,0,2.4428395061728394,2.624199516714141,GPC4,GO_Biological_Process_2023
Regulation Of Telomere Maintenance Via Telomerase (GO:0032210),1/51,0.3415567360526009,0.4817228394380055,0,0,2.4428395061728394,2.624199516714141,HMBOX1,GO_Biological_Process_2023
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579),1/51,0.3415567360526009,0.4817228394380055,0,0,2.4428395061728394,2.624199516714141,RASGEF1A,GO_Biological_Process_2023
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),1/51,0.3415567360526009,0.4817228394380055,0,0,2.4428395061728394,2.624199516714141,KLRC3,GO_Biological_Process_2023
Metaphase Plate Congression (GO:0051310),1/51,0.3415567360526009,0.4817228394380055,0,0,2.4428395061728394,2.624199516714141,CCNB1,GO_Biological_Process_2023
Skeletal System Development (GO:0001501),2/149,0.3431457295257439,0.4817228394380055,0,0,1.6639202264756834,1.779729165129717,ITGB8;COL19A1,GO_Biological_Process_2023
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),4/364,0.3451601238612916,0.4817228394380055,0,0,1.3610761705101329,1.4478404787689183,YAP1;MAP2K1;ITGB8;ANK2,GO_Biological_Process_2023
protein-RNA Complex Assembly (GO:0022618),2/150,0.3461061866231664,0.4817228394380055,0,0,1.652593587376196,1.7534177491102805,HSP90AA1;CRNKL1,GO_Biological_Process_2023
Rho Protein Signal Transduction (GO:0007266),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,PLEKHG7,GO_Biological_Process_2023
Negative Regulation Of Response To Stimulus (GO:0048585),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,KLF7,GO_Biological_Process_2023
Cartilage Development (GO:0051216),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,ITGB8,GO_Biological_Process_2023
Cell Cycle G1/S Phase Transition (GO:0044843),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,LATS2,GO_Biological_Process_2023
Cellular Response To Ionizing Radiation (GO:0071479),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,YAP1,GO_Biological_Process_2023
Positive Regulation Of B Cell Activation (GO:0050871),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,TNIP2,GO_Biological_Process_2023
Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,MDC1,GO_Biological_Process_2023
Regulation Of Cell Development (GO:0060284),1/52,0.3469367587132442,0.4817228394380055,0,0,2.3948196562575648,2.5351866632365088,YAP1,GO_Biological_Process_2023
Cytokine-Mediated Signaling Pathway (GO:0019221),3/257,0.3491476918627937,0.4817228394380055,0,0,1.4455954724409448,1.5211426683278262,YAP1;TNIP2;IL6ST,GO_Biological_Process_2023
Cellular Response To Organic Cyclic Compound (GO:0071407),2/152,0.3520140623343545,0.4817228394380055,0,0,1.6303933747412007,1.7022678879546802,CREB1;P2RY1,GO_Biological_Process_2023
Regulation Of Cyclin-Dependent Protein Kinase Activity (GO:1904029),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,CCNB1,GO_Biological_Process_2023
Negative Regulation Of Metabolic Process (GO:0009892),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,ACVR2B,GO_Biological_Process_2023
NADH Dehydrogenase Complex Assembly (GO:0010257),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,NDUFAF7,GO_Biological_Process_2023
Actin Cytoskeleton Reorganization (GO:0031532),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,MKLN1,GO_Biological_Process_2023
Regulation Of Macromolecule Biosynthetic Process (GO:0010556),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,GRM5,GO_Biological_Process_2023
Blood Vessel Morphogenesis (GO:0048514),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,ITGB8,GO_Biological_Process_2023
Regulation Of Proteasomal Protein Catabolic Process (GO:0061136),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,FBXW7,GO_Biological_Process_2023
Cellular Response To Alcohol (GO:0097306),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,CREB1,GO_Biological_Process_2023
Endosome Organization (GO:0007032),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,CLCN3,GO_Biological_Process_2023
mRNA Stabilization (GO:0048255),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,ELAVL4,GO_Biological_Process_2023
Protein Homotetramerization (GO:0051289),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,HPRT1,GO_Biological_Process_2023
Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,NDUFAF7,GO_Biological_Process_2023
Mitochondrial Transport (GO:0006839),1/53,0.3522730896330789,0.4817228394380055,0,0,2.3486467236467234,2.450457227227342,HSP90AA1,GO_Biological_Process_2023
Regulation Of Cellular Component Organization (GO:0051128),2/153,0.3549612310314995,0.483139883751761,0,0,1.619513800337296,1.677406080510376,HSP90AA1;BBS10,GO_Biological_Process_2023
Cellular Component Assembly (GO:0022607),3/260,0.3558192809163895,0.483139883751761,0,0,1.428501945525292,1.4761172222047254,YAP1;HAS3;DNAJB14,GO_Biological_Process_2023
ERBB Signaling Pathway (GO:0038127),1/54,0.357566081366942,0.483139883751761,0,0,2.304216165851386,2.369736762084265,PLCG1,GO_Biological_Process_2023
Regulation Of Exocytosis (GO:0017157),1/54,0.357566081366942,0.483139883751761,0,0,2.304216165851386,2.369736762084265,RAB8B,GO_Biological_Process_2023
Regulation Of Focal Adhesion Assembly (GO:0051893),1/54,0.357566081366942,0.483139883751761,0,0,2.304216165851386,2.369736762084265,EFNA5,GO_Biological_Process_2023
