pathway,pthwy_id,fold_enrichment,q-value,cohort
establishment of protein localization to organelle,GO:0072594,2.309044455799693,4.0110376018120685e-11,symptomatic
regulation of B cell proliferation,GO:0030888,2.3067961165048545,0.020421183254547576,symptomatic
cerebral cortex development,GO:0021987,2.3067961165048545,0.00017448442015301235,symptomatic
midbrain development,GO:0030901,2.3067961165048545,0.0030146267347826,symptomatic
negative regulation of NF-kappaB transcription factor activity,GO:0032088,2.306796116504854,0.007770397483693875,symptomatic
cellular response to amino acid starvation,GO:0034198,2.306796116504854,0.03185352895006975,symptomatic
stem cell population maintenance,GO:0019827,2.306796116504854,0.0004485292063987868,symptomatic
cell fate commitment,GO:0045165,2.3037924757281556,2.2568069726431794e-08,symptomatic
response to tumor necrosis factor,GO:0034612,2.303026841804683,1.1543026098794774e-06,symptomatic
regulation of apoptotic process,GO:0042981,2.3026284631778355,5.725233547207384e-50,symptomatic
cell cycle checkpoint signaling,GO:0000075,2.302135922330097,1.5405456729966895e-05,symptomatic
positive regulation of kinase activity,GO:0033674,2.3017373530914664,9.262144784697661e-10,symptomatic
embryonic placenta development,GO:0001892,2.297957817207901,0.004260363399559016,symptomatic
negative regulation of cell differentiation,GO:0045596,2.2976148384292134,1.366496031963694e-21,symptomatic
regulation of hemopoiesis,GO:1903706,2.297395969330833,4.890883785563769e-13,symptomatic
mesoderm morphogenesis,GO:0048332,2.296405143007085,0.010732613565537286,symptomatic
regulation of intracellular steroid hormone receptor signaling pathway,GO:0033143,2.296405143007085,0.010738687483797351,symptomatic
regulation of peptidyl-tyrosine phosphorylation,GO:0050730,2.296405143007085,3.2889434592383667e-07,symptomatic
regulation of tyrosine phosphorylation of STAT protein,GO:0042509,2.296405143007085,0.01072654651434139,symptomatic
mammary gland epithelium development,GO:0061180,2.294190673245265,0.018519859032300547,symptomatic
positive regulation of myeloid leukocyte differentiation,GO:0002763,2.294190673245265,0.01851034703485201,symptomatic
response to cadmium ion,GO:0046686,2.294190673245265,0.018529380810723323,symptomatic
response to hexose,GO:0009746,2.2907766990291263,7.836417310798861e-05,symptomatic
positive regulation of stem cell population maintenance,GO:1902459,2.290776699029126,0.0448030112470121,symptomatic
negative regulation of cell cycle process,GO:0010948,2.2900194174757282,1.1109977233849952e-08,symptomatic
cellular response to tumor necrosis factor,GO:0071356,2.289613277648207,9.329056527058752e-06,symptomatic
morphogenesis of a branching epithelium,GO:0061138,2.2882676336413614,2.5710402038257804e-05,symptomatic
regulation of DNA-templated transcription initiation,GO:2000142,2.2882676336413614,0.005909966957182143,symptomatic
regulation of release of sequestered calcium ion into cytosol,GO:0051279,2.2882676336413614,0.005906178516824975,symptomatic
negative regulation of protein phosphorylation,GO:0001933,2.28784356625188,5.788286516128946e-09,symptomatic
regulation of postsynapse organization,GO:0099175,2.2848266296809987,0.001296509586110285,symptomatic
neural nucleus development,GO:0048857,2.2848266296809983,0.015022745308970577,symptomatic
circadian regulation of gene expression,GO:0032922,2.2848266296809983,0.015030677064677532,symptomatic
roof of mouth development,GO:0060021,2.2817222456732797,0.003273947090925296,symptomatic
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0090092,2.2804828528184875,3.302589725768894e-08,symptomatic
dendrite development,GO:0016358,2.2798160449667857,0.0007161563040638945,symptomatic
regulation of canonical Wnt signaling pathway,GO:0060828,2.277107620796941,4.7490108921455974e-08,symptomatic
negative regulation of cell development,GO:0010721,2.2766955740593584,9.162658804970036e-09,symptomatic
regulation of DNA-templated transcription elongation,GO:0032784,2.276343362491589,0.0018314439006581378,symptomatic
cellular response to nitrogen compound,GO:1901699,2.274757281553398,1.8653628039158756e-19,symptomatic
cardiac muscle tissue development,GO:0048738,2.274248728617661,5.397390260523875e-06,symptomatic
cellular response to organic cyclic compound,GO:0071407,2.2737947414475603,2.2289946224757727e-14,symptomatic
regulation of cell cycle process,GO:0010564,2.271844660194175,1.1900708526865498e-22,symptomatic
mononuclear cell proliferation,GO:0032943,2.271844660194175,0.0002231613436296968,symptomatic
protein localization to endoplasmic reticulum,GO:0070972,2.271844660194175,0.02130953969011273,symptomatic
negative regulation of G2/M transition of mitotic cell cycle,GO:0010972,2.271844660194175,0.02129892208189643,symptomatic
myeloid leukocyte differentiation,GO:0002573,2.2718446601941746,7.375505543215197e-05,symptomatic
regulation of carbohydrate metabolic process,GO:0006109,2.2693886119128837,7.763474361722627e-06,symptomatic
innate immune response-activating signaling pathway,GO:0002758,2.268622185498864,0.0001284813277393004,symptomatic
regulation of programmed cell death,GO:0043067,2.2673637042569084,3.858712168997447e-49,symptomatic
development of primary female sexual characteristics,GO:0046545,2.26716044439996,0.0025613897451060696,symptomatic
regulation of neuron differentiation,GO:0045664,2.26716044439996,4.183086554188013e-06,symptomatic
morphogenesis of an epithelium,GO:0002009,2.2669378682715093,3.581634920933259e-14,symptomatic
gastrulation,GO:0007369,2.266561300519305,2.0948501665376798e-05,symptomatic
activation of protein kinase activity,GO:0032147,2.2657864077669907,0.01147333526976293,symptomatic
telencephalon development,GO:0021537,2.265306977718796,1.4628843556805746e-08,symptomatic
regulation of DNA replication,GO:0006275,2.264745145631068,0.0003197801006696735,symptomatic
tissue morphogenesis,GO:0048729,2.263928825141233,1.4129179105922868e-17,symptomatic
positive regulation of immunoglobulin production,GO:0002639,2.2632716614764607,0.036275601965416154,symptomatic
positive regulation of neuron projection development,GO:0010976,2.2632716614764607,5.559610722001666e-05,symptomatic
positive regulation of canonical Wnt signaling pathway,GO:0090263,2.2632716614764607,0.001444199063971852,symptomatic
neural precursor cell proliferation,GO:0061351,2.2632716614764607,0.0014430201259604467,symptomatic
circadian rhythm,GO:0007623,2.2618949755509883,0.0001792672989304706,symptomatic
branching morphogenesis of an epithelial tube,GO:0048754,2.2618949755509883,0.00017945192024759773,symptomatic
endothelial cell differentiation,GO:0045446,2.2610263522884884,0.0063926396097960915,symptomatic
protein-containing complex disassembly,GO:0032984,2.2593961963026996,0.0001508023144896329,symptomatic
morphogenesis of a branching structure,GO:0001763,2.2590093796281057,1.5975417791137903e-05,symptomatic
female gonad development,GO:0008585,2.2571875978703413,0.003580873313486139,symptomatic
positive regulation of lipid metabolic process,GO:0045834,2.2571875978703413,0.0004522257599059639,symptomatic
regulation of cell cycle,GO:0051726,2.2560042754075,1.0496791316901057e-33,symptomatic
proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0043161,2.2550161812297733,4.877539877481434e-09,symptomatic
positive regulation of myeloid cell differentiation,GO:0045639,2.2540262707024556,0.002031412051542977,symptomatic
response to hormone,GO:0009725,2.2539014284830867,9.118453241818742e-24,symptomatic
negative regulation of growth,GO:0045926,2.2532229826515997,2.2596218940304503e-07,symptomatic
stem cell differentiation,GO:0048863,2.2518723994452152,1.2324201659793987e-05,symptomatic
regulation of catabolic process,GO:0009894,2.2496152603879693,2.555465723317264e-31,symptomatic
regulation of cell development,GO:0060284,2.247930505876341,2.635729422258745e-25,symptomatic
negative regulation of intracellular signal transduction,GO:1902532,2.2477556308904703,2.2986823425654647e-16,symptomatic
viral life cycle,GO:0019058,2.2463183156976108,1.770048377120553e-05,symptomatic
regulation of cell growth,GO:0001558,2.2449907043999175,1.470342627326173e-12,symptomatic
positive regulation of establishment of protein localization,GO:1904951,2.244636939712807,6.509671710577454e-10,symptomatic
spindle assembly,GO:0051225,2.2440261541509807,0.0028467561152962302,symptomatic
response to organonitrogen compound,GO:0010243,2.2425150254276467,1.8209881656911724e-28,symptomatic
cellular response to starvation,GO:0009267,2.2405088717777035,2.5431886125660856e-05,symptomatic
glomerulus development,GO:0032835,2.2405088717777035,0.042452266700058465,symptomatic
regulation of dendritic spine development,GO:0060998,2.2405088717777035,0.04243363093767916,symptomatic
regulation of protein catabolic process,GO:0042176,2.2395670857870447,7.568316012438464e-11,symptomatic
epithelial cell development,GO:0002064,2.2387135922330095,7.6108249285335425e-06,symptomatic
B cell differentiation,GO:0030183,2.2379365309375454,0.00042802653782959214,symptomatic
regulation of protein processing,GO:0070613,2.2379365309375454,0.02288205060522165,symptomatic
positive regulation of catabolic process,GO:0009896,2.2362249159999257,2.2215142778582917e-15,symptomatic
negative regulation of phosphorylation,GO:0042326,2.2359734287174247,6.9591625148232595e-09,symptomatic
regulation of microtubule cytoskeleton organization,GO:0070507,2.235156485557499,6.544908607929997e-05,symptomatic
nucleoside diphosphate metabolic process,GO:0009132,2.234426042261565,0.007052986222032057,symptomatic
glucose metabolic process,GO:0006006,2.2305383936451895,0.0007267736787194695,symptomatic
activation of innate immune response,GO:0002218,2.22805006433501,5.075270334891803e-05,symptomatic
T cell differentiation,GO:0030217,2.2273955255382014,1.5507577424239922e-05,symptomatic
regulation of cell junction assembly,GO:1901888,2.226623107716376,3.7804872856289995e-06,symptomatic
response to endogenous stimulus,GO:0009719,2.2245078543758128,1.5664587000122442e-42,symptomatic
negative regulation of DNA-binding transcription factor activity,GO:0043433,2.221359223300971,0.00024220249807822275,symptomatic
regulation of protein maturation,GO:1903317,2.221359223300971,0.017565889448246587,symptomatic
pyruvate metabolic process,GO:0006090,2.221359223300971,0.01757503834900088,symptomatic
sister chromatid segregation,GO:0000819,2.221359223300971,0.00024244421713818105,symptomatic
negative regulation of developmental growth,GO:0048640,2.2213592233009707,0.0018123862497433343,symptomatic
limbic system development,GO:0021761,2.2213592233009707,0.0008533249128563178,symptomatic
respiratory system development,GO:0060541,2.2213592233009707,2.857853955800352e-06,symptomatic
cellular senescence,GO:0090398,2.2213592233009707,0.03212702373641399,symptomatic
regulation of developmental growth,GO:0048638,2.2213592233009707,2.3694923385271474e-09,symptomatic
nucleocytoplasmic transport,GO:0006913,2.2168806764797995,3.328008349954915e-07,symptomatic
modification-dependent protein catabolic process,GO:0019941,2.2168806764797995,3.378023588264254e-14,symptomatic
regulation of mRNA catabolic process,GO:0061013,2.2156340706635973,9.724101377190175e-06,symptomatic
positive regulation of cell differentiation,GO:0045597,2.2149833357484425,3.956826924124821e-25,symptomatic
protein phosphorylation,GO:0006468,2.2145867866445657,4.87907847216197e-14,symptomatic
mitotic sister chromatid segregation,GO:0000070,2.2134257975034672,0.0003412482822770613,symptomatic
regulation of B cell activation,GO:0050864,2.212880752983028,0.0006470831289191277,symptomatic
response to heat,GO:0009408,2.209667858967808,0.004435327842305402,symptomatic
cellular response to fibroblast growth factor stimulus,GO:0044344,2.208444344095733,0.0077729920430901125,symptomatic
regulation of response to endoplasmic reticulum stress,GO:1905897,2.208444344095733,0.007777769542809283,symptomatic
nuclear transport,GO:0051169,2.207977541232893,3.738981804428546e-07,symptomatic
spindle organization,GO:0007051,2.207731252605873,7.943821902662108e-05,symptomatic
negative regulation of nervous system development,GO:0051961,2.206934812760055,0.00014526282061463175,symptomatic
regulation of organic acid transport,GO:0032890,2.206934812760055,0.013502547543755863,symptomatic
regulation of tissue remodeling,GO:0034103,2.206934812760055,0.0135098383361661,symptomatic
positive regulation of cell projection organization,GO:0031346,2.2058469382220536,5.10910194398209e-10,symptomatic
ubiquitin-dependent protein catabolic process,GO:0006511,2.2053287959163246,1.146123611506776e-13,symptomatic
negative regulation of cell cycle G2/M phase transition,GO:1902750,2.2050256996002284,0.02448876430088634,symptomatic
negative regulation of epithelial cell proliferation,GO:0050680,2.2050256996002284,0.00048510322654464233,symptomatic
purine nucleoside diphosphate metabolic process,GO:0009135,2.2050256996002284,0.02446500033746966,symptomatic
purine ribonucleoside diphosphate metabolic process,GO:0009179,2.2050256996002284,0.024476876551225716,symptomatic
proteasomal protein catabolic process,GO:0010498,2.204271844660194,5.7828433214939014e-11,symptomatic
striated muscle tissue development,GO:0014706,2.204271844660194,1.586856147649529e-05,symptomatic
positive regulation of cellular catabolic process,GO:0031331,2.2041126454803117,4.243370262806566e-09,symptomatic
biological process involved in interaction with symbiont,GO:0051702,2.2025341451374034,0.001725632270680587,symptomatic
